Product Code,Product Primary Name,Dispensing Units,Doses Per Dispensing Unit,Pack Size,Product Is Active,Product Is Full Supply,Is A Tracer Product,Pack Rounding Threshold,Can Round To Zero,Product Strength,Product Form,Description
02C03,Metoclopramida; 5mg/5mL; Xarope,1,1,1,TRUE,TRUE,FALSE,0,FALSE,5mg/5mL,Xarope,Metoclopramida
02D01,Bisacodil; 5mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,5mg,Comprimidos,Bisacodil
02D02,Citrato de sodio; 450mg/5mL; Microenema,1,1,1,TRUE,TRUE,FALSE,0,FALSE,450mg/5mL,Microenema,Citrato de sodio
02D03,"Glicerina infantil; 1,5g; Supositório",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"1,5g",Supositório,Glicerina infantil
02D04,Glicerina adulto; 3 g; Supositório,1,1,1,TRUE,TRUE,FALSE,0,FALSE,3 g,Supositório,Glicerina adulto
02D04Z,Glicerina adulto; 4g; Supositório,1,1,1,TRUE,TRUE,FALSE,0,FALSE,4g,Supositório,Glicerina adulto
02D05,"Ispaghula; 0,2%; Pó",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"0,2%",Pó,Ispaghula
02D06,Lactulose; 100g/200mL; Xarope,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100g/200mL,Xarope,Lactulose
02D06Z,"Lactulose; 66,7% 667mg/mL; Solução",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"66,7% 667mg/mL",Solução,Lactulose
02D07,Parafina Liquida; 100g; Emulsão,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100g,Emulsão,Parafina Liquida
02D08,"Sulfato de sódio+Polietilenogl; 0,2%; Pó",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"0,2%",Pó,Sulfato de sÑdio+Polietilenoglicol
02E01,"Difenoxilato+Atropina; 2,5mg+0,025mg; Comprimidos",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"2,5mg+0,025mg",Comprimidos,Difenoxilato+Atropina
02E02,Loperamida; 2mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,2mg,Comprimidos,Loperamida
02F01,Mesalazina ou Sulfasalazina (5; 400mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,400mg,Comprimidos,Mesalazina ou Sulfasalazina (5ASA)
02F02,Prednisolona fosfato sódico; 20mg; Enema,1,1,1,TRUE,TRUE,FALSE,0,FALSE,20mg,Enema,Prednisolona fosfato sÑdico
02F0ZZ,"Beclometasona; 0,2%; Enema",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"0,2%",Enema,Beclometasona
02G01,"Colestiramina; 0,2%; Pó",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"0,2%",Pó,Colestiramina
02G02,Pancreatina; 5000+2900+3309UI; Cápsulas,1,1,1,TRUE,TRUE,FALSE,0,FALSE,5000+2900+3309UI,Cápsulas,Pancreatina
02G02Z,Pancrealipase; 33500 + 33500 + 8040UI; Cápsulas,1,1,1,TRUE,TRUE,FALSE,0,FALSE,33500 + 33500 + 8040UI,Cápsulas,Pancrealipase
02H01,Dimeticone; 50 mg/mL; Gotas Orais,1,1,1,TRUE,TRUE,FALSE,0,FALSE,50 mg/mL,Gotas Orais,Dimeticone
02H01Z,Dimetilpolissiloxano; 10mg/25mL; Gotas Orais,1,1,1,TRUE,TRUE,FALSE,0,FALSE,10mg/25mL,Gotas Orais,Dimetilpolissiloxano
02H0YY,Dimetilpolissiloxano; 10mg/25mL; Gotas Orais,1,1,1,TRUE,TRUE,FALSE,0,FALSE,10mg/25mL,Gotas Orais,Dimetilpolissiloxano
02H0YZ,Dimetilpolissiloxano; 250mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,250mg,Comprimidos,Dimetilpolissiloxano
02H0ZY,Fenipentol; 100mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100mg,Comprimidos,Fenipentol
02H0ZZ,Fenipentol; 100mg; Cápsulas,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100mg,Cápsulas,Fenipentol
02I01,"Anti hemorroidario; 0,2%; Créme",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"0,2%",Créme,Anti hemorroidario
02I02,Anti hemorroidario; 400/40mg; Supositório,1,1,1,TRUE,TRUE,FALSE,0,FALSE,400/40mg,Supositório,Anti hemorroidario
02I02X,Anti hemorroidario Bismuto+Zn ; 100mg+100mg+60g; Supositório,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100mg+100mg+60g,Supositório,Anti hemorroidario Bismuto+Zn ox+Lidocaina
02I02Y,"Anti hemorroidario; 0,2%; Pomada",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"0,2%",Pomada,Anti hemorroidario
03A01,Dexametasona fosfato sodico; 4mg/mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,4mg/mL,Injectável,Dexametasona fosfato sodico
03A01Z,Dexametasona; 5mg/mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,5mg/mL,Injectável,Dexametasona
03A02,"Fludrocortisona acetato; 0,1mg; Comprimidos",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"0,1mg",Comprimidos,Fludrocortisona acetato
03A03,Hidrocortisona; 100mg/mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100mg/mL,Injectável,Hidrocortisona
03A04,Prednisolona; 5mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,5mg,Comprimidos,Prednisolona
03A05,Prednisolona; 20mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,20mg,Comprimidos,Prednisolona
03A06,Prednisolona fosfato sodico; 50mg/10mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,50mg/10mL,Injectável,Prednisolona fosfato sodico
03A07,Prednisolona acetato; 80mg/2mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,80mg/2mL,Injectável,Prednisolona acetato
03A07Z,Prednisolona acetato; 100mg/2mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100mg/2mL,Injectável,Prednisolona acetato
03B01,Acarbose; 50mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,50mg,Comprimidos,Acarbose
03B02,Glibenclamida; 5mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,5mg,Comprimidos,Glibenclamida
03B03,Gliclazida; 80mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,80mg,Comprimidos,Gliclazida
03B04,Metformina; 500mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,500mg,Comprimidos,Metformina
03B05,Repaglinida; 1mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,1mg,Comprimidos,Repaglinida
03B06,Rosiglitazona; 1mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,1mg,Comprimidos,Rosiglitazona
03B06X,Rosiglitazona; 2mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,2mg,Comprimidos,Rosiglitazona
03B07,Insulina accao curta(rapida)(A; 100UI/mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100UI/mL,Injectável,Insulina accao curta(rapida)(Actrapid)
03B08,Insulina accao curta (ultra-ra; 100UI/mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100UI/mL,Injectável,Insulina accao curta (ultra-rapida)
03B09,Insulina accao intermedia (Pro; 100UI/mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100UI/mL,Injectável,Insulina accao intermedia (Protaphane)
03B0ZY,Insulina accao retardada (Ultr; 100UI/mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100UI/mL,Injectável,Insulina accao retardada (Ultratard)
03B0ZZ,Insulina accao retardada (Mono; 100UI/mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100UI/mL,Injectável,Insulina accao retardada (Monotard)
03B10,Insulina accao interm Bifasica; 100UI/mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100UI/mL,Injectável,Insulina accao interm Bifasica(Actraphane70/30)
03B11,Insulina accao prolongada susp; 100UI/mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100UI/mL,Injectável,Insulina accao prolongada susp de zinco
03B12,Insulina accao prolongada (gla; 100UI/mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100UI/mL,Injectável,Insulina accao prolongada (glargina)
03B13,Diazoxido; 50mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,50mg,Comprimidos,Diazoxido
03B14,Glucagon; 1UI/ml; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,1UI/ml,Injectável,Glucagon
03D01,Carbimazol; 5mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,5mg,Comprimidos,Carbimazol
03D02,Iodo+Iodeto de Potassio(Lugol); 5% + 10%; Solução,1,1,1,TRUE,TRUE,FALSE,0,FALSE,5% + 10%,Solução,Iodo+Iodeto de Potassio(Lugol)
03D02Z,Iodo+Iodeto de potassio; 5% + 10%; Solução,1,1,1,TRUE,TRUE,FALSE,0,FALSE,5% + 10%,Solução,Iodo+Iodeto de potassio
03D03,Levotiroxina Sodica; 50 µg ou mcg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,50 μg ou mcg,Comprimidos,Levotiroxina Sodica
03D03Z,Levotiroxina Sodica; 100mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100mg,Comprimidos,Levotiroxina Sodica
03D04,Propiltiouracilo; 50mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,50mg,Comprimidos,Propiltiouracilo
03E01,Vasopressina; 10UI/mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,10UI/mL,Injectável,Vasopressina
03E02,"Somatropina; 6,1 mg/ml, ampola pre-enchida; Injectável",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"6,1 mg/ml, ampola pre-enchida",Injectável,Somatropina
04A01,Clindamicina; 20mg/g; Créme vaginal,1,1,1,TRUE,TRUE,FALSE,0,FALSE,20mg/g,Créme vaginal,Clindamicina
04A02,Clotrimazol; 50mg/5g; Créme vaginal,1,1,1,TRUE,TRUE,FALSE,0,FALSE,50mg/5g,Créme vaginal,Clotrimazol
04A03,Clotrimazol; 100mg; Óvulo vaginal,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100mg,Óvulo vaginal,Clotrimazol
04A03Z,Clotrimazol; 500mg; Comprimidos vaginais,1,1,1,TRUE,TRUE,FALSE,0,FALSE,500mg,Comprimidos vaginais,Clotrimazol
04A04,Econazol; 1g/100g; Créme vaginal,1,1,1,TRUE,TRUE,FALSE,0,FALSE,1g/100g,Créme vaginal,Econazol
04A05,Iodopovidona ginecologico; 100 mg/g; Gel,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100 mg/g,Gel,Iodopovidona ginecologico
04A06,Iodopovidona ginecologica; 100mg/mL; Solução,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100mg/mL,Solução,Iodopovidona ginecologica
04A07,Metronidazol; 500mg; Óvulo vaginal,1,1,1,TRUE,TRUE,FALSE,0,FALSE,500mg,Óvulo vaginal,Metronidazol
04A08,Nistatina; 100 000UI; Comprimidos vaginais,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100 000UI,Comprimidos vaginais,Nistatina
04A09,Nistatina; 100 000UI/4g; Créme vaginal,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100 000UI/4g,Créme vaginal,Nistatina
04B01,Dinoprost (Prostaglandina F2 A; 5mg/mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,5mg/mL,Injectável,Dinoprost (Prostaglandina F2 Alfa)
04B02,Ergometrina+Oxitocina; 500mg + 5UI; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,500mg + 5UI,Injectável,Ergometrina+Oxitocina
04B03,"Metilergometrina; 0,125mg; Comprimidos",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"0,125mg",Comprimidos,Metilergometrina
04B03Y,"Metilergometrina; 0,5mg/mL; Injectável",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"0,5mg/mL",Injectável,Metilergometrina
04B03Z,"Metilergometrina; 0,2mg/mL; Injectável",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"0,2mg/mL",Injectável,Metilergometrina
04B04,Misoprostol; 200mcg ou µg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,200mcg ou μg,Comprimidos,Misoprostol
04B04Z,Misoprostol blister 200mcg ou μg Comp,1,1,1,TRUE,TRUE,FALSE,0,FALSE,200mcg ou μg,Comprimidos,Misoprostol blister
04B05,Oxitocina; 5 UI/mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,5 UI/mL,Injectável,Oxitocina
04B05Z,Oxitocina; 10UI/mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,10UI/mL,Injectável,Oxitocina
04B06,"Terbutalina; 2,5mg; Comprimidos",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"2,5mg",Comprimidos,Terbutalina
04B07,Sulfato de magnesio; 100mg/mL (10%; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100mg/mL (10%,Injectável,Sulfato de magnesio
04B07Z,Sulfato de magnesio; 500mg/mL 50%; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,500mg/mL 50%,Injectável,Sulfato de magnesio
04C01,"Bromocriptina; 2,5mg; Comprimidos",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"2,5mg",Comprimidos,Bromocriptina
04C02,"Cabergolina; 0,5mg; Cápsulas",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"0,5mg",Cápsulas,Cabergolina
04D01,Estradiol; 1mg; Cápsulas,1,1,1,TRUE,TRUE,FALSE,0,FALSE,1mg,Cápsulas,Estradiol
04D02,"Estrogenios conjugados; 0,625mg; Comprimidos",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"0,625mg",Comprimidos,Estrogenios conjugados
04D02Z,"Estrogenios conjugados; 1,25mg; Comprimidos",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"1,25mg",Comprimidos,Estrogenios conjugados
04D03,Estrogenios conjugados; 625mcg/g; Créme vaginal,1,1,1,TRUE,TRUE,FALSE,0,FALSE,625mcg/g,Créme vaginal,Estrogenios conjugados
04D04,"Estradiol+Noretisterona; 1mg + 0,5mg; Comprimidos",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"1mg + 0,5mg",Comprimidos,Estradiol+Noretisterona
04D05,Estradiol+Noretisterona; 2mg+2mg+1mg+1mg; Ciclo,1,1,1,TRUE,TRUE,FALSE,0,FALSE,2mg+2mg+1mg+1mg,Ciclo,Estradiol+Noretisterona
04D06,Estradiol+Noretisterona; 4% 4g/100ml; Sistemas transdérmicos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,4% 4g/100ml,Sistemas transdérmicos,Estradiol+Noretisterona
04D07,"Estrogénios esquino conj+Medro; 0,635mg + 5mg; Ciclo",1,1,1,TRUE,TRUE,FALSE,0,FALSE,"0,635mg + 5mg",Ciclo,Estrog_nios esquino conj+Medrogestona
04D08,Ciproterona+Estradiol; 2mg+2mg+1mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,2mg+2mg+1mg,Comprimidos,Ciproterona+Estradiol
04D09,Alendronato  sodico; 10mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,10mg,Comprimidos,Alendronato  sodico
04D10,Alendronato Sodico; 70 mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,70 mg,Comprimidos,Alendronato Sodico
04E01,Medroxiprogesterona acetato; 5mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,5mg,Comprimidos,Medroxiprogesterona acetato
04E02,Noretisterona; 5mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,5mg,Comprimidos,Noretisterona
04E03,"Ciproterona, acetato; 10mg; Comprimidos",1,1,1,TRUE,TRUE,FALSE,0,FALSE,10mg,Comprimidos,"Ciproterona, acetato"
04E03Z,"Ciproterona, acetato; 50mg; Comprimidos",1,1,1,TRUE,TRUE,FALSE,0,FALSE,50mg,Comprimidos,"Ciproterona, acetato"
04E04,"Ciproterona, acetato; 100mg; Comprimidos",1,1,1,TRUE,TRUE,FALSE,0,FALSE,100mg,Comprimidos,"Ciproterona, acetato"
04E05,Ciproterona; 300 mg/3mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,300 mg/3mL,Injectável,Ciproterona
04E06,Testosterona; 50mg/5g; Gel,1,1,1,TRUE,TRUE,FALSE,0,FALSE,50mg/5g,Gel,Testosterona
04E07,Testosterona enantato; 250mg/mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,250mg/mL,Injectável,Testosterona enantato
04E07Z,Testosterona deposito; 100 mg/mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,100 mg/mL,Injectável,Testosterona deposito
04E08,Tamoxifeno citrato; 20mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,20mg,Comprimidos,Tamoxifeno citrato
04E09,Clomifeno citrato; 50mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,50mg,Comprimidos,Clomifeno citrato
04E0YZ,Progesterona; 25mg/mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,25mg/mL,Injectável,Progesterona
04E10,Gonadotrofina coriónica humana; 5000UI/mL; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,5000UI/mL,Injectável,Gonadotrofina coriÑnica humana
04E11,Hormona foliculo-estimulante (; 75UI; Injectável,1,1,1,TRUE,TRUE,FALSE,0,FALSE,75UI,Injectável,Hormona foliculo-estimulante (FSH)
04E12,Danazol; 200mg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,200mg,Comprimidos,Danazol
04F01,Ciproterona+Etinilestradiol; 2mg + 35mcg; Comprimidos,1,1,1,TRUE,TRUE,FALSE,0,FALSE,2mg + 35mcg,Comprimidos,Ciproterona+Etinilestradiol
